Date,Open,High,Low,Adj Close,Volume,pct_change,^VIX,CAPE_Daily,5d_pct_change,volume_pct_change,std,diff,state
2012-02-02,132.72999572753906,133.02000427246094,132.2100067138672,109.55399322509766,113090400,0.0015854381309099441,17.979999542236328,12.289639474863082,0.006066260777959354,-0.3196935654151214,0.004626641603978437,0.1734161376953125,
2012-02-03,134.0,134.6199951171875,133.77000427246094,111.08979034423828,160598500,0.014018632036397527,17.100000381469727,12.469134045526982,0.020634167616101262,0.4200895920431795,0.005325781559727574,1.535797119140625,
2012-02-06,133.97999572753906,134.50999450683594,133.8300018310547,111.0154800415039,107694500,-0.0006689210818033864,17.760000228881836,12.4638487018887,0.023445311025713567,-0.3294177716479295,0.005370167899240428,-0.074310302734375,
2012-02-07,134.1699981689453,135.02000427246094,133.63999938964844,111.29622650146484,135528100,0.0025288947078008217,17.649999618530273,12.489067826576454,0.026423918760367426,0.25844959584751304,0.005250528835988761,0.2807464599609375,
2012-02-08,134.86000061035156,135.22000122070312,134.30999755859375,111.62651824951172,139361400,0.0029676814608132762,18.15999984741211,12.516046846201581,0.02053327219433765,0.02828417132683181,0.005251037805949881,0.330291748046875,
2012-02-09,135.41000366210938,135.58999633789062,134.55999755859375,111.76686096191406,148602900,0.0012572524396814444,18.6299991607666,12.534496883030542,0.02019887793838504,0.06631319719807638,0.005069367597955494,0.14034271240234375,
2012-02-10,134.16000366210938,134.47000122070312,133.83999633789062,110.9411849975586,167907500,-0.007387484601869887,20.790000915527344,12.448180544002543,-0.0013377048081484322,0.12990728983081756,0.005482118752903119,-0.8256759643554688,
2012-02-13,135.32000732421875,135.52000427246094,134.74000549316406,111.76686096191406,115841900,0.007442465702648171,19.040000915527344,12.532828661077046,0.006768253581655781,-0.3100850170480771,0.005614820791937641,0.8256759643554688,
2012-02-14,135.0,135.27000427246094,134.25,111.62651824951172,165329500,-0.0012556737408073726,19.540000915527344,12.521053775592534,0.0029676814608132762,0.42719948481507997,0.005422119321170262,-0.14034271240234375,
2012-02-15,135.6300048828125,135.8300018310547,134.2899932861328,111.10630798339844,195195100,-0.0046602749442609115,21.139999389648438,12.453650365373807,-0.0046602749442609115,0.18064289797041666,0.0056151069526984435,-0.5202102661132812,
